iterations,f=3,f=4,f=5,f=6,f=7,f=8,f=9,f=10
5472,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5473,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5474,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5475,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5476,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5477,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5478,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5479,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5480,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5481,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5482,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5483,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5484,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5485,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5486,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5487,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5488,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5489,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5490,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5491,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5492,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5493,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5494,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5495,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5496,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5497,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5498,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5499,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5500,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5501,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5502,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5503,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5504,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5505,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5506,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5507,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5508,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5509,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5510,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5511,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5512,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5513,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5514,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5515,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5516,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5517,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5518,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5519,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5520,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5521,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5522,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5523,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5524,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5525,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5526,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5527,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5528,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5529,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5530,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5531,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5532,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5533,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5534,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5535,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5536,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5537,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5538,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5539,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5540,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5541,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5542,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5543,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5544,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5545,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5546,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5547,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5548,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5549,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5550,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5551,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5552,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5553,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5554,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5555,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5556,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5557,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5558,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5559,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5560,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5561,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5562,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5563,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5564,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5565,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5566,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5567,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5568,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5569,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5570,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5571,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5572,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5573,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5574,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5575,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5576,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5577,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5578,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5579,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5580,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5581,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5582,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5583,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5584,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5585,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5586,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5587,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5588,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5589,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5590,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5591,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5592,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5593,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5594,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5595,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5596,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5597,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5598,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5599,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5600,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5601,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5602,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5603,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5604,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5605,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5606,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5607,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5608,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5609,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5610,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5611,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5612,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5613,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5614,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5615,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5616,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5617,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5618,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5619,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5620,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5621,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5622,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5623,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5624,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5625,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5626,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5627,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5628,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5629,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5630,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5631,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5632,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5633,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5634,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5635,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5636,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5637,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5638,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5639,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5640,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5641,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5642,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5643,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5644,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5645,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5646,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5647,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5648,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5649,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5650,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5651,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5652,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5653,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5654,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5655,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5656,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5657,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5658,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5659,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5660,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5661,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5662,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5663,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5664,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5665,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5666,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5667,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5668,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5669,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5670,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5671,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5672,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5673,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5674,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5675,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5676,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5677,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5678,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5679,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5680,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5681,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5682,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5683,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5684,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5685,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5686,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5687,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5688,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5689,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5690,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5691,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5692,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5693,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5694,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5695,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5696,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5697,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5698,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5699,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5700,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5701,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5702,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5703,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5704,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5705,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5706,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5707,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5708,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5709,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5710,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5711,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5712,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5713,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5714,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5715,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5716,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5717,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5718,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5719,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5720,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5721,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5722,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5723,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5724,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5725,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5726,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5727,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5728,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5729,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5730,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5731,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5732,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5733,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5734,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5735,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5736,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5737,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5738,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5739,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5740,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5741,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5742,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5743,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5744,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5745,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5746,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5747,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5748,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5749,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5750,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5751,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5752,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5753,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5754,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5755,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5756,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5757,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5758,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5759,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5760,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5761,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5762,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5763,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5764,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5765,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5766,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5767,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5768,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5769,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5770,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5771,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5772,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5773,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5774,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5775,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5776,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5777,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5778,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5779,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5780,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5781,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5782,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5783,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5784,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5785,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5786,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5787,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5788,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5789,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5790,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5791,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5792,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5793,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5794,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5795,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5796,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5797,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5798,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5799,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5800,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5801,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5802,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5803,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5804,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5805,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5806,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5807,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5808,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5809,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5810,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5811,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5812,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5813,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5814,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5815,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5816,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5817,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5818,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5819,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5820,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5821,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5822,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5823,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5824,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5825,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5826,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5827,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5828,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5829,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5830,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5831,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5832,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5833,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5834,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5835,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5836,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5837,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5838,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5839,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5840,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5841,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5842,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5843,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5844,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5845,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5846,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5847,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5848,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5849,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5850,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5851,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5852,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5853,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5854,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5855,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5856,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5857,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5858,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5859,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5860,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5861,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5862,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5863,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5864,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5865,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5866,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5867,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5868,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
5869,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
